respondent_id,campus,studyfield,branch,role,edulevel,proglang,databases,platform,webframework,industry,allsearch,aitool,employment
194,Durban,IT,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript;Python;SQL;TypeScript,Cosmos DB;PostgreSQL;Solr,Microsoft Azure;Scaleway,FastAPI;Node.js;React,"Manufacturing, Transportation, or Supply Chain",ChatGPT,Adrenaline;AWS CodeWhisperer,"Employed, full-time"
194,Durban,IT,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript;Python;SQL;TypeScript,Cosmos DB;PostgreSQL;Solr,Microsoft Azure;Scaleway,FastAPI;Node.js;React,"Manufacturing, Transportation, or Supply Chain",ChatGPT,Adrenaline;AWS CodeWhisperer,"Student, full-time"
197,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Go;JavaScript;Python;TypeScript,none,Heroku;Microsoft Azure,Django,Higher Education,none,Mintlify;Synk Code,"Employed, full-time"
199,Durban,IT,I am a developer by profession,Engineering manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;TypeScript,Cosmos DB;Microsoft SQL Server,Microsoft Azure,ASP.NET CORE;Vue.js,Other,Bing AI;ChatGPT,Rubber Duck.AI,"Employed, full-time"
203,Durban,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server,Microsoft Azure,Angular;ASP.NET;ASP.NET CORE,"Manufacturing, Transportation, or Supply Chain",none,Codeium;GitHub Copilot,"Employed, full-time"
205,Midrand Campus,Data Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C;C#;C++;Haskell;HTML/CSS;JavaScript;Lua;MATLAB;Perl;PHP;Prolog;Python;SQL,Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;SQLite,none,Angular;Django;Flask;Vue.js,Higher Education,WolframAlpha,AWS CodeWhisperer;GitHub Copilot;Mintlify,"Employed, full-time"
205,Midrand Campus,Data Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C;C#;C++;Haskell;HTML/CSS;JavaScript;Lua;MATLAB;Perl;PHP;Prolog;Python;SQL,Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;SQLite,none,Angular;Django;Flask;Vue.js,Higher Education,WolframAlpha,AWS CodeWhisperer;GitHub Copilot;Mintlify,"Independent contractor, freelancer, or self-employed"
207,Midrand Campus,Computer Science,I code primarily as a hobby,unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",C;C#;HTML/CSS;JavaScript;Lua;Python;Rust,none,Cloudflare;Google Cloud,jQuery;Next.js,Higher Education,none,AWS CodeWhisperer;Whispr AI,"Student, full-time"
208,Midrand Campus,Data Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;JavaScript,Firebase Realtime Database;MongoDB,Firebase;Heroku;Netlify;Render;Vercel,Express;Next.js;Node.js;React,Financial Services,ChatGPT,Codeium;Synk Code;Whispr AI,"Employed, part-time"
210,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Assembly;Bash/Shell (all shells);C;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;PHP;PowerShell;Python;R;Ruby;Rust;Scala;SQL;TypeScript;Visual Basic (.Net),Cosmos DB;Dynamodb;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Heroku;IBM Cloud Or Watson;Microsoft Azure;Netlify;Render;Vercel,Deno;Next.js;Node.js;React;Ruby on Rails;Vue.js,Advertising Services,Bing AI;ChatGPT,AWS CodeWhisperer;Codeium;Tabnine;Whispr AI,"Employed, full-time"
211,Durban,IT,I am a developer by profession,"Developer, desktop or enterprise applications","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",C#;C++;Java;JavaScript;PowerShell;SQL,Firebird;Microsoft Access;Microsoft SQL Server;PostgreSQL,none,ASP.NET;ASP.NET CORE;jQuery,Healthcare,none,Tabnine;Whispr AI,"Employed, full-time"
211,Durban,IT,I am a developer by profession,"Developer, desktop or enterprise applications","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",C#;C++;Java;JavaScript;PowerShell;SQL,Firebird;Microsoft Access;Microsoft SQL Server;PostgreSQL,none,ASP.NET;ASP.NET CORE;jQuery,Healthcare,none,Tabnine;Whispr AI,"Student, full-time"
213,Midrand Campus,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;Dart;HTML/CSS;JavaScript;Python;SQL;TypeScript,Cloud Firestore;Dynamodb;Microsoft SQL Server;MySQL;SQLite,Amazon Web Services (AWS);Cloudflare;Firebase;Netlify,Angular;ASP.NET;ASP.NET CORE;jQuery;Node.js;React,"Manufacturing, Transportation, or Supply Chain",ChatGPT,GitHub Copilot;Rubber Duck.AI,"Employed, full-time"
215,Durban,Data Science,I am a developer by profession,"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;Perl;PHP;PowerShell;Python;SQL,InfluxDB;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;Redis;Solr;SQLite,Hetzner,Angular;jQuery;Node.js;React;Symfony,"Manufacturing, Transportation, or Supply Chain",none,Rubber Duck.AI;Tabnine,"Employed, full-time"
217,Durban,IT,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Python;SQL,InfluxDB;PostgreSQL,Amazon Web Services (AWS);Google Cloud,Django,Oil & Gas,none,AWS CodeWhisperer;Tabnine,"Employed, full-time"
219,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,Research & Development role,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Java;Python,MongoDB,none,React,Legal Services,none,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
219,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,Research & Development role,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Java;Python,MongoDB,none,React,Legal Services,none,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI,"Independent contractor, freelancer, or self-employed"
222,Durban,Computer Science,I code primarily as a hobby,"Developer, desktop or enterprise applications",Some college/university study without earning a degree,Assembly;C;C#;C++;Elixir;Erlang;Go;Java;JavaScript;Lua;Rust;TypeScript,none,Amazon Web Services (AWS);Cloudflare;Google Cloud;Oracle Cloud Infrastructure (OCI),Node.js;Phoenix;React,Oil & Gas,ChatGPT,Adrenaline;Synk Code;Whispr AI,"Not employed, but looking for work"
224,Nelson Mandela Bay Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;TypeScript,PostgreSQL,none,Angular;Express;Node.js,"Information Services, IT, Software Development, or other Technology",none,AWS CodeWhisperer;Synk Code,"Employed, full-time"
226,Durban,Computer Science,I am learning to code,unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS;JavaScript;Lua;TypeScript,none,Vultr,jQuery;Node.js;React;Svelte,Advertising Services,none,Adrenaline;GitHub Copilot,"Student, full-time"
227,Durban,Computer Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",unknown,Primary/elementary school,Assembly;C,MySQL,VMware,none,"Information Services, IT, Software Development, or other Technology",ChatGPT,AWS CodeWhisperer;Codeium;Tabnine,"Student, full-time"
227,Durban,Computer Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",unknown,Primary/elementary school,Assembly;C,MySQL,VMware,none,"Information Services, IT, Software Development, or other Technology",ChatGPT,AWS CodeWhisperer;Codeium;Tabnine,"Student, part-time"
238,Midrand Campus,IT,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Groovy;Java;JavaScript;Lua;SQL,MySQL;PostgreSQL,none,jQuery;Node.js,"Information Services, IT, Software Development, or other Technology",none,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI,"Employed, full-time"
242,Nelson Mandela Bay Campus,IT,I am a developer by profession,unknown,Primary/elementary school,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;TypeScript,Microsoft Access;Microsoft SQL Server;MySQL;SQLite,Cloudflare;Heroku;Netlify;Oracle Cloud Infrastructure (OCI),ASP.NET;ASP.NET CORE;Blazor;Node.js;React,Wholesale,Bing AI;ChatGPT;WolframAlpha,AWS CodeWhisperer;Whispr AI,"Student, full-time"
243,Durban,Data Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Java,Microsoft SQL Server,none,none,Wholesale,none,Rubber Duck.AI;Tabnine,"Employed, full-time"
244,Durban,IT,I am a developer by profession,Engineering manager,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;JavaScript,none,none,Express;Node.js;React,Financial Services,none,GitHub Copilot,"Employed, full-time"
246,Durban,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Go;HTML/CSS;JavaScript,MongoDB,none,Next.js;Node.js;React,Legal Services,ChatGPT;Google Bard AI,GitHub Copilot;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
254,Durban,Computer Science,I am a developer by profession,"Developer, back-end",Some college/university study without earning a degree,C#;HTML/CSS;JavaScript;PowerShell;SQL,Microsoft SQL Server,Microsoft Azure,ASP.NET;jQuery,Oil & Gas,Bing AI;ChatGPT,Tabnine;Whispr AI,"Employed, full-time"
257,Midrand Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Bash/Shell (all shells);C;HTML/CSS;JavaScript;PHP;Python;Swift,MySQL;SQLite,none,none,Legal Services,none,Rubber Duck.AI;Tabnine,"Employed, full-time"
258,Durban,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;Java;Kotlin;PowerShell;SQL;TypeScript,Microsoft SQL Server;PostgreSQL,Hetzner;Oracle Cloud Infrastructure (OCI),ASP.NET;jQuery;Spring Boot,Other,ChatGPT;WolframAlpha,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine,"Employed, part-time"
266,Midrand Campus,IT,I am a developer by profession,"Developer, embedded applications or devices",Some college/university study without earning a degree,Bash/Shell (all shells);C;C#;C++,none,none,none,"Information Services, IT, Software Development, or other Technology",none,AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine,"Employed, full-time"
266,Midrand Campus,IT,I am a developer by profession,"Developer, embedded applications or devices",Some college/university study without earning a degree,Bash/Shell (all shells);C;C#;C++,none,none,none,"Information Services, IT, Software Development, or other Technology",none,AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine,"Independent contractor, freelancer, or self-employed"
268,Durban,Computer Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,MongoDB;MySQL;PostgreSQL;SQLite,Digital Ocean;Hetzner;Microsoft Azure,Angular;Django;FastAPI;Gatsby;Node.js;Vue.js,Advertising Services,ChatGPT;WolframAlpha,AWS CodeWhisperer;GitHub Copilot;Synk Code,"Independent contractor, freelancer, or self-employed"
269,Midrand Campus,Data Science,I am a developer by profession,"Senior Executive (C-Suite, VP, etc.)","Associate degree (A.A., A.S., etc.)",HTML/CSS;JavaScript;PHP;SQL;TypeScript,Firebase Realtime Database;MongoDB;SQLite,Amazon Web Services (AWS);Firebase;OVH,Express;Node.js;React,Higher Education,ChatGPT,Rubber Duck.AI;Tabnine,"Employed, full-time"
271,Durban,Computer Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C;C++;HTML/CSS;JavaScript;PHP;SQL,MongoDB;MySQL;PostgreSQL,Amazon Web Services (AWS);Google Cloud,CodeIgniter;jQuery;Laravel;Node.js;React;Vue.js;WordPress,"Information Services, IT, Software Development, or other Technology",none,GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
273,Midrand Campus,IT,I am a developer by profession,Data or business analyst,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;Python;SQL,Microsoft SQL Server;Oracle,none,none,Higher Education,none,Adrenaline;Mintlify,"Employed, full-time"
282,Durban,Computer Science,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;TypeScript,none,none,Angular;AngularJS,Financial Services,none,Mintlify,"Employed, full-time"
283,Durban,Data Science,I am a developer by profession,"Developer, back-end",Some college/university study without earning a degree,JavaScript;Kotlin;PHP;Python,Cockroachdb;Elasticsearch;MySQL;Redis,OpenStack,Laravel;NestJS,Advertising Services,none,Tabnine,"Employed, full-time"
286,Midrand Campus,Computer Science,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Swift;TypeScript,Elasticsearch;MariaDB;MongoDB;MySQL;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Firebase,Node.js,Other,ChatGPT,Tabnine,"Employed, full-time"
292,Midrand Campus,IT,I am a developer by profession,Cloud infrastructure engineer,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Go;Java;JavaScript;Python;Rust;TypeScript,Cassandra;MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Google Cloud;Microsoft Azure;VMware,Angular;ASP.NET CORE;Django;FastAPI;Flask;Vue.js,Advertising Services,ChatGPT,Adrenaline;GitHub Copilot,"Employed, full-time"
293,Durban,IT,I am a developer by profession,"Developer, front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript;TypeScript,MongoDB;PostgreSQL,none,Next.js;React,Wholesale,ChatGPT,GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
295,Midrand Campus,IT,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;Go;HTML/CSS;SQL,PostgreSQL;Redis,Managed Hosting,Angular;ASP.NET CORE;React,Financial Services,none,GitHub Copilot;Mintlify;Replit Ghostwriter,"Employed, full-time"
298,Midrand Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;MySQL;Redis,Microsoft Azure;Netlify;OpenShift;Vercel;VMware,ASP.NET;ASP.NET CORE;Blazor;Express;jQuery;Next.js;Node.js;React;Spring Boot;Svelte;Vue.js,Advertising Services,ChatGPT,Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
299,Midrand Campus,Data Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;MySQL;Oracle,Amazon Web Services (AWS),Angular;ASP.NET;ASP.NET CORE;Express;jQuery;Node.js;React,"Information Services, IT, Software Development, or other Technology",ChatGPT,Codeium;GitHub Copilot;Tabnine,"Employed, full-time"
302,Durban,Computer Science,I code primarily as a hobby,unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,MariaDB;Microsoft Access;MongoDB,Vercel,Express;jQuery;Next.js;Node.js;React;Vue.js,Financial Services,ChatGPT,Rubber Duck.AI,"Student, part-time"
303,Durban,Computer Science,I am a developer by profession,"Developer, back-end","Associate degree (A.A., A.S., etc.)",C#;Java;JavaScript;Python,Cosmos DB;Microsoft SQL Server,Microsoft Azure,ASP.NET CORE,"Manufacturing, Transportation, or Supply Chain",ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine,"Employed, full-time"
304,Nelson Mandela Bay Campus,IT,I am a developer by profession,unknown,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript;Python,Elasticsearch;MongoDB,Amazon Web Services (AWS);Vercel,Angular;AngularJS;Express;Node.js;React,Advertising Services,none,AWS CodeWhisperer,"Student, full-time"
305,Durban,Data Science,None of these,unknown,NA,none,none,none,none,Other,none,GitHub Copilot;Synk Code;Tabnine,unknown
308,Nelson Mandela Bay Campus,Data Science,I am learning to code,unknown,Some college/university study without earning a degree,Python,none,none,Django,Insurance,ChatGPT,Adrenaline;GitHub Copilot;Mintlify;Replit Ghostwriter;Synk Code,"Student, full-time"
310,Durban,IT,"I used to be a developer by profession, but no longer am",DevOps specialist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;JavaScript;Python;SQL,Microsoft SQL Server,Amazon Web Services (AWS),ASP.NET;Node.js,Retail and Consumer Services,ChatGPT,Adrenaline;GitHub Copilot;Rubber Duck.AI,"Employed, full-time"
310,Durban,IT,"I used to be a developer by profession, but no longer am",DevOps specialist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;JavaScript;Python;SQL,Microsoft SQL Server,Amazon Web Services (AWS),ASP.NET;Node.js,Retail and Consumer Services,ChatGPT,Adrenaline;GitHub Copilot;Rubber Duck.AI,"Independent contractor, freelancer, or self-employed"
310,Durban,IT,"I used to be a developer by profession, but no longer am",DevOps specialist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;JavaScript;Python;SQL,Microsoft SQL Server,Amazon Web Services (AWS),ASP.NET;Node.js,Retail and Consumer Services,ChatGPT,Adrenaline;GitHub Copilot;Rubber Duck.AI,"Not employed, but looking for work"
314,Midrand Campus,IT,I am a developer by profession,"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS;JavaScript;TypeScript,Cloud Firestore;MongoDB;MySQL;PostgreSQL,Digital Ocean;Firebase;Google Cloud,Express;NestJS;React,Healthcare,ChatGPT;Google Bard AI,Adrenaline;GitHub Copilot;Mintlify;Replit Ghostwriter;Synk Code,"Independent contractor, freelancer, or self-employed"
314,Midrand Campus,IT,I am a developer by profession,"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS;JavaScript;TypeScript,Cloud Firestore;MongoDB;MySQL;PostgreSQL,Digital Ocean;Firebase;Google Cloud,Express;NestJS;React,Healthcare,ChatGPT;Google Bard AI,Adrenaline;GitHub Copilot;Mintlify;Replit Ghostwriter;Synk Code,"Student, full-time"
